state,class,gender,age,paid,logpaid
STATE 15,C71,F,62,289.96,5.669742982
STATE 01,C7 ,M,62,280,5.634789603
STATE 07,C7A,M,62,276.02,5.620473327
STATE 12,C1B,M,62,273.58,5.611594084
STATE 12,C1 ,F,62,273.29,5.610533502
STATE 07,C7 ,M,62,266.38,5.584923861
STATE 06,C1 ,M,62,253.86,5.536782934
STATE 03,C71,M,62,250,5.521460918
STATE 02,C71,M,62,243.11,5.493514016
STATE 15,C71,F,62,230,5.438079309
STATE 15,C11,M,62,226.56,5.423009811
STATE 12,C11,M,62,224.23,5.412672311
STATE 04,C72,F,62,223,5.407171771
STATE 15,C11,M,62,189.9,5.246497618
STATE 15,C11,F,62,187.5,5.233778845
STATE 06,C7B,M,62,176.2,5.171619714
STATE 15,C1B,M,62,160,5.075173815
STATE 02,F7 ,M,62,152.13,5.024735418
STATE 04,C7C,F,62,144.19,4.971131874
STATE 03,C1 ,M,62,126.1,4.837075243
STATE 15,C2 ,M,62,123.96,4.819958933
STATE 02,C71,M,62,85,4.442651256
STATE 15,C7B,M,61,17067.32,9.744920803
STATE 15,C11,M,61,10652.59,9.273558334
STATE 06,C11,M,61,9964.08,9.206741905
STATE 06,C1B,M,61,9183.55,9.125169119
STATE 03,C7B,F,61,8520.94,9.050281942
STATE 15,C7B,M,61,7836.7,8.966573106
STATE 12,C2 ,M,61,6390.19,8.762519281
STATE 15,C1 ,M,61,5985.57,8.697106852
STATE 15,C71,F,61,5838.03,8.67214869
STATE 12,C1B,M,61,5713.08,8.650513562
STATE 01,C7B,M,61,5556.75,8.622768684
STATE 02,C11,M,61,5039.73,8.525107788
STATE 17,F71,F,61,4593.43,8.432382301
STATE 17,C71,F,61,4414.08,8.392554711
STATE 10,C1 ,F,61,4313.68,8.369546647
STATE 02,C71,M,61,4286.57,8.363242158
STATE 15,C7B,F,61,4259.76,8.3569681
STATE 06,C1 ,M,61,3994.66,8.292713748
STATE 06,C71,M,61,3777.64,8.236854755
STATE 15,C7C,M,61,3662.96,8.206026843
STATE 15,C71,M,61,3597.83,8.188086165
STATE 15,C1B,M,61,3566.59,8.179365236
STATE 02,C11,F,61,3472,8.152486076
STATE 03,C1 ,F,61,3403.09,8.132439121
STATE 02,C71,F,61,3328.93,8.11040621
STATE 02,C11,M,61,3224.72,8.078601404
STATE 15,C7B,M,61,2918,7.978653729
STATE 14,C7 ,F,61,2883.84,7.966878018
STATE 15,C71,M,61,2805.73,7.939419034
STATE 02,C1B,M,61,2712.61,7.90566655
STATE 06,C1 ,M,61,2688,7.896552702
STATE 15,C11,F,61,2674,7.891330758
STATE 17,C71,F,61,2593.89,7.860913958
STATE 15,C1B,M,61,2586.45,7.858041558
STATE 01,C2 ,M,61,2525.2,7.834075546
STATE 02,C71,F,61,2465.08,7.80997954
STATE 06,C1 ,M,61,2399.01,7.782811431
STATE 10,C1 ,M,61,2354.22,7.763964741
STATE 02,C7B,M,61,2340.05,7.757927576
STATE 15,C7 ,F,61,2265.83,7.725696417
STATE 06,C1 ,F,61,2171.25,7.683058318
STATE 02,C7B,M,61,2166.3,7.680775922
STATE 15,C11,M,61,2163.98,7.679704398
STATE 15,C1 ,F,61,2151.66,7.673994916
STATE 06,C7 ,M,61,2125.09,7.661569433
STATE 04,C7 ,M,61,2068.44,7.634549979
STATE 13,C1B,M,61,2000,7.60090246
STATE 06,C7 ,M,61,1907,7.553286606
STATE 03,C71,M,61,1791.85,7.491003885
STATE 14,C1 ,M,61,1760.12,7.473137268
STATE 15,C11,F,61,1739.92,7.461594414
STATE 12,C72,M,61,1739.28,7.461226513
STATE 06,C71,M,61,1730,7.455876687
STATE 02,C1 ,M,61,1717.37,7.44854933
STATE 15,C1 ,F,61,1696.26,7.436181106
STATE 04,C71,F,61,1644.2,7.405009223
STATE 15,C7B,M,61,1636.16,7.400107312
STATE 03,C1 ,M,61,1595.17,7.374735593
STATE 15,C1 ,M,61,1591.32,7.372319139
STATE 02,C71,M,61,1535.01,7.336292175
STATE 15,C7B,M,61,1506,7.317212408
STATE 01,C1 ,M,61,1483.34,7.302051581
STATE 02,C72,M,61,1448.59,7.278345949
STATE 17,C7 ,M,61,1444.17,7.275290041
STATE 06,C7A,F,61,1441,7.273092596
STATE 17,C71,M,61,1433.77,7.268062618
STATE 17,C71,M,61,1430.43,7.265730377
STATE 01,C1 ,M,61,1405,7.247792582
STATE 14,F71,M,61,1395.14,7.240750048
STATE 15,C72,F,61,1390.16,7.237174127
STATE 02,C1C,F,61,1352.01,7.209347653
STATE 06,C7B,F,61,1325.64,7.189650641
STATE 15,C7A,M,61,1302.5,7.172040774
STATE 10,C1A,F,61,1291.48,7.163544127
STATE 04,C7A,M,61,1268.37,7.145487891
STATE 02,C11,M,61,1266.44,7.143965094
STATE 15,C7A,F,61,1243.73,7.125870208
STATE 12,C1B,M,61,1240.84,7.123543849
STATE 02,C1 ,M,61,1231.03,7.115606496
STATE 07,C71,F,61,1191.58,7.083035437
STATE 03,C1 ,M,61,1185.83,7.07819823
STATE 03,C71,F,61,1168.75,7.063690081
STATE 15,C7B,F,61,1167.44,7.062568596
STATE 15,C7B,M,61,1156.05,7.052764301
STATE 14,F71,M,61,1118.73,7.019949392
STATE 04,C71,M,61,1104.29,7.006957874
STATE 17,C7 ,M,61,1090.49,6.994382415
STATE 04,C72,M,61,1068.71,6.974207593
STATE 15,C72,M,61,1055.23,6.961514032
STATE 12,C1B,M,61,1049.08,6.955668869
STATE 07,F71,M,61,1035.03,6.942185691
STATE 01,C1B,M,61,1025.44,6.932877068
STATE 15,C11,M,61,1015.21,6.922850767
STATE 15,C11,F,61,1014.98,6.922624187
STATE 02,C7B,F,61,1012.89,6.92056291
STATE 15,C71,F,61,1011.97,6.919654205
STATE 15,C7C,F,61,981.57,6.889153331
STATE 15,C72,M,61,973.2,6.880589611
STATE 15,C1B,M,61,960.82,6.867787087
STATE 04,C7B,F,61,956.49,6.863270334
STATE 15,C71,F,61,941.51,6.847484969
STATE 04,C71,M,61,934.69,6.840214924
STATE 02,C7 ,F,61,885.5,6.786152457
STATE 17,C71,M,61,874.97,6.7741896
STATE 13,C71,M,61,869.51,6.767929835
STATE 01,C1 ,M,61,868.15,6.766364511
STATE 07,C71,M,61,840.73,6.734270562
STATE 02,F71,M,61,838.37,6.73145953
STATE 15,C1A,M,61,821.46,6.711083245
STATE 15,C7B,M,61,793.09,6.675936708
STATE 06,C7A,M,61,786.4,6.667465569
STATE 02,C71,M,61,774.08,6.651675227
STATE 15,C7B,F,61,768.66,6.644648739
STATE 06,C1B,M,61,758.65,6.631540538
STATE 04,C71,M,61,756.42,6.628596777
STATE 04,C7 ,M,61,739.87,6.606474495
STATE 15,C7B,M,61,735.11,6.600020148
STATE 04,F71,M,61,720.53,6.579987052
STATE 15,F7 ,M,61,712.96,6.569425318
STATE 02,C7 ,F,61,712.84,6.569256991
STATE 04,C72,M,61,710.11,6.565419888
STATE 15,C1 ,M,61,708,6.562444094
STATE 04,C7 ,M,61,706.88,6.56086092
STATE 15,C71,F,61,705.29,6.558609066
STATE 02,C71,M,61,702.1,6.554075844
STATE 15,C7C,F,61,699.19,6.549922522
STATE 02,C1A,M,61,695.56,6.544717277
STATE 17,C71,M,61,677.43,6.518306226
STATE 14,C1B,M,61,668.12,6.504467798
STATE 17,C71,M,61,660.32,6.492724566
STATE 15,C7B,M,61,655.16,6.484879481
STATE 04,C7 ,F,61,648.16,6.474137579
STATE 17,C71,F,61,634.14,6.45226975
STATE 15,C7 ,F,61,625.79,6.439014852
STATE 02,C71,F,61,609.01,6.411834688
STATE 10,C1 ,M,61,589.88,6.379919126
STATE 15,C71,M,61,589.58,6.379410419
STATE 02,C7B,M,61,588.56,6.377678876
STATE 15,C7 ,M,61,562.15,6.331768718
STATE 02,C71,M,61,561.23,6.330130804
STATE 02,C7 ,F,61,559.9,6.327758196
STATE 02,C71,F,61,556.54,6.321739046
STATE 13,F11,M,61,545.35,6.30142779
STATE 13,C11,M,61,537.77,6.287430959
STATE 04,C71,M,61,535.3,6.282827337
STATE 15,C7A,M,61,520.96,6.255673263
STATE 01,C71,M,61,500,6.214608098
STATE 04,F7 ,M,61,498.38,6.211362838
STATE 03,C7A,M,61,493.27,6.201056691
STATE 15,C71,M,61,491.1,6.196647773
STATE 15,C11,M,61,490.53,6.195486439
STATE 02,C7 ,M,61,488.6,6.191544159
STATE 07,C71,M,61,482.09,6.178130819
STATE 06,C1A,F,61,478.81,6.171303859
STATE 15,C1A,M,61,478.64,6.170948749
STATE 17,C7 ,M,61,466.99,6.146307844
STATE 06,C2 ,M,61,459.43,6.129986591
STATE 15,C7B,M,61,452.54,6.114876157
STATE 04,C71,F,61,447.19,6.10298356
STATE 02,C7 ,M,61,444.69,6.09737741
STATE 04,C7B,F,61,425.21,6.052583165
STATE 15,C11,M,61,410,6.01615716
STATE 15,C11,F,61,400.62,5.993013347
STATE 03,C1 ,F,61,390.03,5.966223659
STATE 03,C1 ,F,61,372.96,5.921471175
STATE 04,C71,M,61,364.58,5.898746006
STATE 04,C7 ,M,61,352.42,5.864823646
STATE 04,C7B,M,61,345.7,5.845571347
STATE 04,F7 ,M,61,338.3,5.823933076
STATE 13,C71,M,61,329.85,5.798638006
STATE 02,F71,M,61,322.51,5.776134144
STATE 06,C1 ,M,61,315.3,5.753524567
STATE 02,C7 ,F,61,308,5.730099783
STATE 03,C7 ,F,61,302.54,5.7122135
STATE 03,C1 ,F,61,280.03,5.63489674
STATE 02,C1B,F,61,267.25,5.58818455
STATE 03,C7B,M,61,265.24,5.580635077
STATE 15,C7B,M,61,259.41,5.558409822
STATE 15,C1 ,M,61,257.2,5.549853992
STATE 15,C1B,M,61,254.46,5.539143653
STATE 06,C7 ,F,61,239.2,5.477300022
STATE 01,C7B,F,61,220.8,5.397257314
STATE 01,F71,M,61,219.89,5.393127421
STATE 02,C7B,M,61,216.52,5.377682922
STATE 07,C7 ,M,61,175,5.164785974
STATE 01,C1A,M,61,171.97,5.147320043
STATE 15,C7C,M,61,153.18,5.0316137
STATE 02,C1B,M,61,129.86,4.866456947
STATE 02,C7B,F,61,128.6,4.856706812
STATE 04,C7B,M,61,125.53,4.832544774
STATE 02,C1 ,M,61,116.37,4.75677477
STATE 15,C1B,F,61,105.31,4.656908381
STATE 01,C7B,M,61,90.92,4.509979999
STATE 02,C1B,M,60,20047.78,9.905873703
STATE 15,C71,F,60,10912.06,9.297623879
STATE 13,C11,M,60,10391.52,9.248745368
STATE 02,C7 ,F,60,10264.47,9.236443696
STATE 15,C71,M,60,7339.68,8.901050524
STATE 06,C7B,F,60,6942.54,8.845422981
STATE 07,C7B,M,60,6517,8.782169426
STATE 15,C71,F,60,5346.94,8.584279714
STATE 13,C1 ,F,60,5313.8,8.578062489
STATE 15,C1B,M,60,4920,8.501063809
STATE 02,C7B,M,60,4807.95,8.478026077
STATE 04,C7B,M,60,4610.48,8.436087252
STATE 15,C71,M,60,4551.35,8.423179171
STATE 06,C1 ,M,60,4341.94,8.376076532
STATE 10,C7 ,M,60,4014.15,8.297580898
STATE 02,C11,F,60,3842.37,8.253844643
STATE 02,C11,M,60,3803.39,8.243648053
STATE 15,C1 ,M,60,3782.22,8.238066418
STATE 06,C7A,M,60,3750,8.229511119
STATE 02,C71,M,60,3670.52,8.20808862
STATE 03,C11,M,60,3482.79,8.155588976
STATE 04,C7B,M,60,3482.63,8.155543034
STATE 07,C7B,M,60,3437.36,8.142459014
STATE 04,C7C,M,60,3382.2,8.126281664
STATE 15,C7B,M,60,3223.5,8.078223005
STATE 02,C7 ,F,60,3086.95,8.034938827
STATE 15,C1B,F,60,3072.49,8.030243587
STATE 15,C71,M,60,2905.94,7.974512197
STATE 15,C7B,M,60,2875.49,7.963978373
STATE 03,C7B,F,60,2784.11,7.931683532
STATE 15,C7 ,M,60,2765.27,7.924893558
STATE 12,C71,M,60,2630.5,7.874929221
STATE 01,C7 ,M,60,2573.54,7.853037662
STATE 13,C11,M,60,2510.38,7.828189415
STATE 02,C7B,M,60,2429.34,7.795374895
STATE 15,C7 ,M,60,2386.46,7.777566375
STATE 06,C11,F,60,2366.28,7.769074381
STATE 15,C7B,M,60,2330.16,7.753692214
STATE 15,C71,F,60,2264.69,7.725193163
STATE 02,C11,M,60,2192.2,7.692660885
STATE 10,C11,F,60,2176.58,7.685510117
STATE 04,C7 ,M,60,2128.29,7.663074119
STATE 04,C71,F,60,2100,7.649692624
STATE 06,C1 ,M,60,2094.82,7.64722291
STATE 15,C1B,M,60,2008.16,7.604974159
STATE 02,C11,M,60,1897.85,7.548476945
STATE 02,C1 ,M,60,1876.31,7.537062361
STATE 15,C71,M,60,1875,7.536363938
STATE 15,C7B,M,60,1861.83,7.529315154
STATE 15,C11,F,60,1858.99,7.527788608
STATE 15,F71,F,60,1806.09,7.498919567
STATE 03,C1 ,M,60,1789.33,7.489596527
STATE 15,C1B,M,60,1776.47,7.482383528
STATE 10,C71,M,60,1735.48,7.459039311
STATE 15,C7 ,F,60,1690.06,7.43251931
STATE 02,C7B,M,60,1671.48,7.42146474
STATE 01,C11,M,60,1669.4,7.420219559
STATE 13,C11,M,60,1662.63,7.416155965
STATE 15,C1 ,M,60,1620.64,7.390576412
STATE 15,C7 ,F,60,1595.82,7.37514299
STATE 02,C7 ,M,60,1530.22,7.333166795
STATE 02,C71,M,60,1523.47,7.328745907
STATE 17,C71,M,60,1497.41,7.311492228
STATE 04,C7C,M,60,1455.22,7.282912371
STATE 04,C71,F,60,1410.84,7.251940551
STATE 15,C7B,F,60,1400,7.244227516
STATE 06,C11,F,60,1395.42,7.240950724
STATE 07,C71,F,60,1325.54,7.189575203
STATE 12,C11,F,60,1315.17,7.181721214
STATE 07,C71,M,60,1314.46,7.181181214
STATE 15,C7A,M,60,1312.52,7.179704232
STATE 02,C1 ,M,60,1297.33,7.168063585
STATE 13,C1 ,M,60,1292.93,7.16466624
STATE 15,C7 ,F,60,1285.58,7.158965257
STATE 15,C71,M,60,1276,7.151485464
STATE 15,C7 ,F,60,1262.99,7.141237205
STATE 04,C7 ,M,60,1250,7.13089883
STATE 15,C11,F,60,1240.52,7.123285926
STATE 15,C7B,F,60,1238.39,7.121567428
STATE 02,C11,M,60,1221.73,7.108023166
STATE 15,C11,M,60,1209.89,7.098284725
STATE 15,C7 ,M,60,1200,7.090076836
STATE 14,C71,M,60,1197.32,7.087841005
STATE 06,C1 ,F,60,1189.85,7.081582528
STATE 15,C71,M,60,1189.76,7.081506885
STATE 06,C7B,M,60,1160.56,7.056657926
STATE 15,C1B,M,60,1152.26,7.04948051
STATE 15,C7 ,M,60,1130.8,7.030680626
STATE 13,C71,M,60,1126.69,7.02703941
STATE 02,C11,M,60,1114.63,7.01627779
STATE 15,C1A,M,60,1110.53,7.012592658
STATE 10,C7B,F,60,1086.8,6.990992878
STATE 15,C7B,M,60,1061.28,6.967231006
STATE 13,C1B,M,60,1054.91,6.961210734
STATE 10,C7B,M,60,1029.88,6.93719757
STATE 15,C7B,M,60,1018.5,6.926086236
STATE 15,C7B,F,60,1017.39,6.924995803
STATE 04,C7B,F,60,1000.6,6.908355099
STATE 14,C1B,M,60,1000,6.907755279
STATE 17,C7B,M,60,992.48,6.900206861
STATE 06,C11,F,60,979.5,6.887042237
STATE 15,C1B,F,60,957.98,6.864826901
STATE 15,C71,M,60,948.94,6.855345572
STATE 12,C11,M,60,947.84,6.854185712
STATE 06,C71,M,60,936.07,6.84169026
STATE 13,C1A,F,60,930.2,6.835399617
STATE 03,C71,M,60,926.2,6.831090194
STATE 02,C11,F,60,922.58,6.827174093
STATE 02,C7B,M,60,901.5,6.804060043
STATE 15,C11,M,60,898.97,6.801249664
STATE 15,C1B,M,60,897.26,6.799345675
STATE 07,C71,M,60,894.06,6.795772887
STATE 02,C71,M,60,891.95,6.793410077
STATE 15,C11,M,60,888.11,6.789095609
STATE 02,C1 ,M,60,862.24,6.759533654
STATE 15,C2 ,M,60,851.2,6.746647119
STATE 17,C71,M,60,842.66,6.736563555
STATE 06,C1 ,F,60,842.62,6.736516085
STATE 02,C7 ,M,60,840.11,6.733532836
STATE 15,C11,M,60,830.92,6.722533521
STATE 17,C7 ,M,60,824.78,6.715116684
STATE 15,C11,M,60,823.17,6.713162741
STATE 06,C1 ,F,60,810.73,6.697935076
STATE 17,C7 ,M,60,804.29,6.689959901
STATE 06,C7 ,M,60,790.94,6.673222112
STATE 04,C71,F,60,784.79,6.665416166
STATE 15,C72,M,60,783.74,6.664077333
STATE 04,C7B,M,60,777.53,6.656122229
STATE 15,C1B,M,60,767.54,6.643190595
STATE 15,C11,M,60,765.24,6.64018951
STATE 11,C71,F,60,756.78,6.62907259
STATE 06,C1 ,M,60,743.49,6.611355316
STATE 12,C1 ,M,60,740.11,6.606798824
STATE 02,C1 ,F,60,738.34,6.604404423
STATE 02,C71,M,60,726.48,6.588210953
STATE 02,C7B,M,60,709.64,6.564757799
STATE 14,C7 ,F,60,706.49,6.560309048
STATE 02,C71,M,60,705.64,6.559105192
STATE 02,C71,M,60,705.63,6.559091021
STATE 02,C71,M,60,689.17,6.535487975
STATE 17,C72,M,60,685.84,6.530644364
STATE 02,C7 ,M,60,684.15,6.528177192
STATE 15,C11,M,60,677.36,6.518202889
STATE 02,C71,M,60,673.49,6.512473148
STATE 06,C1 ,F,60,672.91,6.511611591
STATE 02,C7A,M,60,672.34,6.510764165
STATE 10,C7A,M,60,667.19,6.503074863
STATE 15,C7 ,M,60,663.2,6.497076604
STATE 14,C71,F,60,659.74,6.491845818
STATE 14,C11,M,60,650.55,6.477818159
STATE 04,C71,M,60,630.35,6.446275221
STATE 17,C7 ,M,60,627.89,6.442364992
STATE 02,C1 ,F,60,616.14,6.42347421
STATE 06,C1 ,M,60,614.66,6.421069269
STATE 15,C7 ,M,60,613.97,6.419946067
STATE 14,C11,M,60,599.02,6.395294987
STATE 02,C71,F,60,580.71,6.364251493
STATE 15,C7C,M,60,580.04,6.363097067
STATE 17,C71,M,60,576.61,6.357166128
STATE 13,C7B,F,60,539.01,6.289734124
STATE 15,C1 ,M,60,534.83,6.281948939
STATE 02,C7B,F,60,533.19,6.278877833
STATE 04,C71,F,60,518.26,6.250477047
STATE 15,C11,M,60,518.09,6.250148972
STATE 07,C7 ,F,60,518,6.249975242
STATE 04,C7B,F,60,499,6.212606096
STATE 01,C1 ,M,60,496.58,6.207744598
STATE 06,C1A,F,60,494.32,6.203183081
STATE 04,C71,F,60,490.48,6.195384503
STATE 02,C7 ,F,60,468.37,6.149258582
STATE 15,C7B,F,60,457.04,6.124770914
STATE 10,C7B,M,60,445.68,6.099601206
STATE 15,C11,M,60,435.72,6.076999835
STATE 02,C1 ,M,60,435.27,6.075966528
STATE 15,C71,F,60,435.24,6.075897603
STATE 10,C11,M,60,432.66,6.0699522
STATE 04,C7 ,M,60,429.37,6.062319018
STATE 02,F7 ,M,60,425.74,6.053828831
STATE 15,F71,M,60,420.91,6.042419034
STATE 15,C7 ,M,60,420,6.040254711
STATE 15,C7B,F,60,414.75,6.027675929
STATE 02,C1B,M,60,414.67,6.027483023
STATE 04,C71,M,60,393.71,5.975614598
STATE 15,C71,M,60,389.89,5.965864648
STATE 15,C11,M,60,388.18,5.96146915
STATE 02,C7B,F,60,374.37,5.925244613
STATE 15,C7 ,F,60,366.88,5.905034819
STATE 15,F71,M,60,365.56,5.901430424
STATE 07,C7B,M,60,365.45,5.901129471
STATE 06,C11,M,60,350,5.857933154
STATE 15,C11,M,60,335.91,5.816843267
STATE 15,C71,M,60,329.61,5.797910137
STATE 10,C7A,M,60,320.63,5.77028781
STATE 03,C1 ,F,60,310,5.736572297
STATE 15,C7B,F,60,265.1,5.580107113
STATE 15,C7 ,M,60,250,5.521460918
STATE 06,C71,M,60,243.33,5.494418547
STATE 17,C71,M,60,240.53,5.482844822
STATE 03,C71,F,60,222.15,5.403352829
STATE 15,C7B,M,60,216.51,5.377636736
STATE 07,C7 ,F,60,155.04,5.043683148
STATE 02,C71,M,60,152.66,5.028213226
STATE 03,C1 ,M,60,145,4.976733742
STATE 15,C71,M,60,120.91,4.795046467
STATE 06,C7 ,M,60,116.66,4.759263721
STATE 15,C71,M,60,112.14,4.719748091
STATE 15,C11,M,60,97.7,4.581901559
STATE 17,C71,F,59,22885.86,10.03827453
STATE 17,C71,F,59,15491.64,9.648055803
STATE 02,C7B,F,59,14716.81,9.596745657
STATE 02,C7 ,M,59,10059.46,9.216268764
STATE 14,C1 ,M,59,8574.48,9.056545629
STATE 15,C7C,M,59,8146.07,9.005290881
STATE 01,C71,F,59,8144.41,9.005087081
STATE 04,C71,M,59,7522.19,8.925612598
STATE 10,C11,F,59,7362.41,8.904142604
STATE 15,C11,M,59,7063.69,8.862722857
STATE 06,C1 ,F,59,6630.91,8.799497329
STATE 04,C7 ,M,59,6000.37,8.699576413
STATE 15,C7B,M,59,5977.12,8.695694126
STATE 06,C1B,M,59,5454.3,8.604159567
STATE 10,C7B,M,59,5273.38,8.570426802
STATE 15,C71,F,59,5256.75,8.567268244
STATE 15,C71,F,59,4902.06,8.497410804
STATE 07,C72,M,59,4634.62,8.44130949
STATE 15,C1B,F,59,4465.03,8.404031212
STATE 06,C1 ,M,59,4449.39,8.400522287
STATE 06,C7B,M,59,4335.38,8.374564544
STATE 04,C71,M,59,4300,8.366370302
STATE 15,C1B,M,59,4082.91,8.314565248
STATE 04,C71,M,59,4019.32,8.298868013
STATE 17,C71,M,59,3905.09,8.270036109
STATE 04,C71,M,59,3762.24,8.232769804
STATE 14,C1 ,F,59,3451.91,8.14668298
STATE 06,C7 ,M,59,3442.43,8.143932896
STATE 15,C71,M,59,3274.35,8.093874655
STATE 15,C7A,M,59,3227.06,8.079326785
STATE 06,C7B,M,59,3138.91,8.051630885
STATE 02,C7 ,F,59,3105.06,8.040788318
STATE 10,F71,M,59,3049.27,8.022657497
STATE 02,C11,F,59,2875,7.963807953
STATE 07,C72,M,59,2843.51,7.952794484
STATE 17,C7A,F,59,2780,7.930206207
STATE 15,C11,F,59,2751.55,7.919919668
STATE 04,C7A,M,59,2723.67,7.909735515
STATE 15,C71,F,59,2674.62,7.891562593
STATE 03,C71,F,59,2544.87,7.841834847
STATE 15,C11,M,59,2530.88,7.836322347
STATE 02,C11,M,59,2477,7.814803429
STATE 06,C7 ,M,59,2475.55,7.814217873
STATE 15,C1B,F,59,2474.41,7.813757263
STATE 10,C7B,F,59,2471.81,7.812705955
STATE 15,C72,M,59,2468.1,7.811203903
STATE 02,C7B,M,59,2454.75,7.805780202
STATE 10,C1 ,M,59,2435.85,7.798051051
STATE 12,C7B,M,59,2415.22,7.789545659
STATE 17,C71,F,59,2378.89,7.774389271
STATE 06,C11,M,59,2371.69,7.77135806
STATE 15,C71,M,59,2362.48,7.767467194
STATE 15,C7B,M,59,2115.8,7.657188271
STATE 15,C71,M,59,2102.93,7.651086889
STATE 15,C7B,M,59,2058.73,7.629844567
STATE 06,C7B,M,59,2045.43,7.623363315
STATE 03,C7 ,F,59,2044.64,7.622977014
STATE 15,C7 ,F,59,1995.85,7.598825304
STATE 15,C71,F,59,1991.38,7.596583145
STATE 06,C2 ,M,59,1974.82,7.588232534
STATE 04,C72,M,59,1943.27,7.5721274
STATE 15,C7 ,F,59,1893.3,7.546076617
STATE 07,C71,M,59,1890,7.544332108
STATE 06,C11,M,59,1865.35,7.531203982
STATE 02,C11,M,59,1819.17,7.506135632
STATE 17,C7 ,M,59,1801.24,7.496230596
STATE 15,C1B,M,59,1764.2,7.475452609
STATE 03,C7 ,M,59,1720.9,7.450602689
STATE 15,C7B,M,59,1709.44,7.44392111
STATE 17,C7 ,F,59,1688.9,7.431832708
STATE 10,C7B,F,59,1652.25,7.409893274
STATE 15,C1B,F,59,1616.01,7.387715427
STATE 15,C71,M,59,1605.1,7.380941339
STATE 12,C7B,M,59,1575.03,7.362029599
STATE 17,C7B,M,59,1567.05,7.35695015
STATE 02,C7 ,M,59,1557.61,7.350907874
STATE 15,C7B,F,59,1515.46,7.323474302
STATE 15,C11,M,59,1500.94,7.313846857
STATE 17,C7B,F,59,1499.08,7.312606866
STATE 15,C7B,M,59,1498.2,7.312019667
STATE 04,C71,M,59,1478.59,7.29884421
STATE 04,F71,M,59,1476.15,7.297192626
STATE 03,C7B,F,59,1469.03,7.292357598
STATE 10,C11,F,59,1468.3,7.291860548
STATE 11,C71,F,59,1455,7.28276118
STATE 02,C7B,F,59,1402.38,7.245926072
STATE 02,F71,M,59,1395.26,7.240836057
STATE 02,C1B,M,59,1365.06,7.218953663
STATE 04,C7A,M,59,1357.83,7.213643116
STATE 12,C7 ,F,59,1357.79,7.213613657
STATE 03,C11,M,59,1285.59,7.158973036
STATE 17,C7 ,M,59,1272.79,7.14896662
STATE 13,C11,M,59,1261.89,7.140365876
STATE 04,C72,M,59,1254.8,7.134731476
STATE 15,C1 ,M,59,1246.8,7.128335548
STATE 02,C1B,F,59,1242.8,7.125122178
STATE 15,C11,M,59,1224.98,7.110679796
STATE 15,C71,M,59,1204.25,7.093612246
STATE 06,C7C,M,59,1193.32,7.084494617
STATE 06,C7B,M,59,1188.63,7.080556662
STATE 15,C71,M,59,1167.93,7.06298823
STATE 03,C1B,M,59,1159.07,7.055373238
STATE 15,C1B,F,59,1135.89,7.035171764
STATE 15,C7 ,M,59,1125.84,7.026284703
STATE 15,C71,M,59,1123.7,7.024382091
STATE 17,C71,F,59,1102.55,7.005380958
STATE 02,F7 ,M,59,1091.18,6.995014958
STATE 04,C7B,M,59,1071.88,6.977169395
STATE 15,C11,M,59,1069.03,6.974506974
STATE 13,C7 ,M,59,1008.12,6.915842489
STATE 15,C71,M,59,1004.07,6.911817019
STATE 13,C7 ,M,59,1002.01,6.909763262
STATE 14,C71,M,59,997.98,6.905733236
STATE 10,C1 ,F,59,985.7,6.893352049
STATE 15,C1B,F,59,983.75,6.8913718
STATE 02,C1B,M,59,962.13,6.869149577
STATE 04,C7 ,M,59,961.88,6.868889703
STATE 06,C7 ,M,59,957.68,6.864513693
STATE 15,C7B,M,59,938.15,6.843909851
STATE 15,C1B,M,59,917.8,6.821979502
STATE 06,C1 ,M,59,914.81,6.818716393
STATE 15,C71,F,59,905.3,6.80826638
STATE 15,F7 ,F,59,891.16,6.792523985
STATE 13,C11,M,59,882.43,6.782679466
STATE 15,C71,M,59,881.93,6.782112688
STATE 10,C7B,F,59,876,6.775366091
STATE 02,C11,M,59,875,6.774223886
STATE 15,C7B,M,59,873.05,6.771992828
STATE 15,C1 ,F,59,864.92,6.762637017
STATE 13,C71,M,59,862.5,6.759835149
STATE 15,C7 ,M,59,852,6.747586527
STATE 15,C72,M,59,832.88,6.724889574
STATE 12,C11,M,59,826.2,6.716836875
STATE 06,C11,M,59,825.75,6.716292064
STATE 04,C71,M,59,813.03,6.700768009
STATE 01,C7 ,M,59,800,6.684611728
STATE 06,C1 ,F,59,790.31,6.672425274
STATE 04,C7C,F,59,785.12,6.665836572
STATE 02,C71,M,59,781.8,6.661598953
STATE 15,C1B,M,59,777.06,6.655517567
STATE 02,C71,M,59,773.19,6.650524814
STATE 04,C7 ,M,59,772.9,6.650149674
STATE 15,C71,M,59,757.85,6.630485477
STATE 03,C71,M,59,747.81,6.617148935
STATE 15,F71,M,59,735,6.599870499
STATE 03,C1 ,M,59,719.83,6.579015073
STATE 17,C72,M,59,715.37,6.572799891
STATE 02,C71,M,59,715,6.572282543
STATE 15,C71,F,59,713.42,6.570070307
STATE 02,C2 ,F,59,699.6,6.550508743
STATE 15,F1 ,M,59,694.44,6.543105765
STATE 04,C71,M,59,686.67,6.531853827
STATE 06,C7 ,M,59,680.67,6.523077607
STATE 17,C7A,M,59,674.3,6.513675116
STATE 10,C7A,F,59,664.41,6.498899429
